school_name,state,level,control,official_website,has_inclusive_access,program_name,cost_model,bookstore_partner,publishers_used,notes,source_urls,research_status
Arizona State University - Mesa City Center,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Northeastern Arizona,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Pima,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Pinal,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - The Gila Valley,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Tucson,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Yavapai,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University - Yuma,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona State University Campus Immersion,AZ,4-year,public,https://www.asu.edu,yes,Inclusive Access,Auto-charged after add/drop; discounted digital; opt-out,Follett,Various; digital via Canvas; access ~5 days before class,41%+ courses use IA. Auto-charged after add/drop if no opt-out. Digital via Canvas.,https://asu.edu; https://bkstr.com/asu,done
Arizona State University Digital Immersion,AZ,4-year,public,https://www.asu.edu,yes,Inclusive Access,Auto-charged after add/drop; discounted digital; opt-out,Follett,Various; digital via Canvas,ASU Online IA program. Same model as campus immersion. 41%+ courses.,https://asu.edu; https://bkstr.com/asu,done
Arizona State University-Downtown Phoenix,AZ,4-year,public,https://www.asu.edu,Yes,Inclusive Access (ASU system),Per-course discounted,ASU Bookstore (BN),"Pearson, McGraw Hill, Cengage, Wiley",ASU system IA,https://asusundevilbookstores.com/inclusive-access; https://asu.edu/academics/bookstore,done
Arizona State University-Polytechnic,AZ,4-year,public,https://www.asu.edu,Yes,Inclusive Access (ASU system),Per-course discounted,ASU Bookstore (BN),"Pearson, McGraw Hill, Cengage, Wiley",ASU system IA,https://asusundevilbookstores.com/inclusive-access; https://asu.edu/academics/bookstore,done
Arizona State University-West Valley,AZ,4-year,public,https://www.asu.edu,yes,ASU Inclusive Access,Per-course reduced price; auto-charged; digital via Canvas; opt-out,ASU Bookstore (Follett),Various; Follett; digital via Canvas,ASU branch. Shares ASU Inclusive Access program.,https://asu.edu,done
Arizona Western College,AZ,2-year,public,https://www.azwestern.edu,No,N/A,Student self-purchase,None,N/A,No bookstore; students buy independently via ISBN,https://azwestern.edu; https://bkstr.com,done
Aspen University,AZ,4-year,private_forprofit,https://aspen.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Aviation Institute of Maintenance-Phoenix,AZ,2-year,private_forprofit,https://aviationmaintenance.edu/phoenix-2,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Brookline College-Phoenix,AZ,4-year,private_forprofit,https://www.brooklinecollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Brookline College-Tempe,AZ,4-year,private_forprofit,https://www.brooklinecollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Brookline College-Tucson,AZ,2-year,private_forprofit,https://www.brooklinecollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Bryan University,AZ,4-year,private_forprofit,https://bryanuniversity.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Carrington College-Mesa,AZ,2-year,private_forprofit,https://carrington.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Carrington College-Phoenix North,AZ,2-year,private_forprofit,https://carrington.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Carrington College-Tucson,AZ,2-year,private_forprofit,https://carrington.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Central Arizona College,AZ,2-year,public,https://www.centralaz.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Chamberlain University-Arizona,AZ,4-year,private_forprofit,https://www.chamberlain.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Chandler-Gilbert Community College,AZ,2-year,public,https://www.cgc.maricopa.edu,No (OER),Open Maricopa (ZTC/LTC/OER),Zero or <$40 LTC,Maricopa Bookstores,OER materials,Open Maricopa since 2013; $270M+ saved; ZTC/LTC/OER leader,https://cgc.edu; https://bkstr.com/maricopabookstores,done
Cochise County Community College District,AZ,2-year,public,https://www.cochise.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Coconino Community College,AZ,2-year,public,https://www.coconino.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Community Christian College,AZ,2-year,private_nonprofit,https://www.cccollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Crestpoint University,AZ,4-year,private_forprofit,https://www.crestpoint.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
DeVry University-Arizona,AZ,4-year,private_forprofit,https://www.devry.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Dine College,AZ,4-year,public,https://www.dinecollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Eastern Arizona College,AZ,2-year,public,https://www.eac.edu,Yes,Equitable Access (Akademos),Per-course + $500 charge program,Akademos,Various,Akademos partnership; $500 charge to student account with fin aid,https://eac.edu; https://bkstr.com,done
Embry-Riddle Aeronautical University-Prescott,AZ,4-year,private_nonprofit,https://prescott.erau.edu,yes,Inclusive Access,Via LMS; up to 60% savings; opt-out,Follett,Various; Pearson + Routledge; digital + physical via LMS,IA via Follett bookstore. Up to 60% savings. Materials via LMS on first day. Opt-out available.,https://erau.edu; https://bkstr.com/erau,done
Estrella Mountain Community College,AZ,2-year,public,https://www.estrellamountain.edu,No (OER),Open Maricopa (ZTC/LTC/OER),Zero or <$40 LTC,Maricopa Bookstores,OER materials,Open Maricopa since 2013; $270M+ saved; ZTC/LTC/OER leader,https://estrellamountain.edu; https://bkstr.com/maricopabookstores,done
GateWay Community College,AZ,4-year,public,https://www.gatewaycc.edu,No (OER),Open Maricopa (ZTC/LTC/OER),Zero or <$40 LTC,Maricopa Bookstores,OER materials,Open Maricopa since 2013; $270M+ saved; ZTC/LTC/OER leader,https://gatewaycc.edu; https://bkstr.com/maricopabookstores,done
Glendale Community College,AZ,4-year,public,https://www.gccaz.edu,No (OER),Open Maricopa (ZTC/LTC/OER),Zero or <$40 LTC,Maricopa Bookstores,OER materials,Open Maricopa since 2013; $270M+ saved; ZTC/LTC/OER leader,https://bkstr.com/glendaleccbookstore,done
Grand Canyon University,AZ,4-year,private_forprofit,https://www.gcu.edu,yes,Digital Textbook Access (BibliU),Digital access via Halo classroom; e-book fee for some courses,BibliU platform,Various; digital via BibliU + Microsoft login; Halo classroom,Digital textbooks via BibliU platform accessible through Halo classroom. Not formally named 'Inclusive Access' but functionally similar.,https://gcu.edu; https://bibliu.com,done
Indian Bible College,AZ,4-year,private_nonprofit,https://www.indianbible.org,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
International Baptist College and Seminary,AZ,4-year,private_nonprofit,https://www.ibcs.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
