school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Alliant International University - Phoenix,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
American InterContinental University System,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Arizona Christian University,AZ,,private_nonprofit,4-year,0,Unknown,N/A,unknown,,unknown,Unknown,Unknown,unknown,https://arizonachristian.edu; https://bkstr.com,,2026-03-09,likely,No evidence of formal IA found
Arizona College of Nursing-Phoenix,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Arizona College of Nursing-Tempe,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Arizona College of Nursing-Tucson,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Arizona College-Glendale,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Arizona School of Acupuncture and Oriental Medicine,AZ,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Arizona State University - Cochise,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu; https://bkstr.com,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program. 41%+ courses. Digital via Canvas.
Arizona State University - Lake Havasu,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Mesa City Center,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Northeastern Arizona,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Pima,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Pinal,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - The Gila Valley,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Tucson,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Yavapai,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University - Yuma,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona State University Campus Immersion,AZ,,public,4-year,0,yes,Inclusive Access,per-course,,yes,Follett,"Brytewave/RedShelf, McGraw Connect",unknown,https://provost.asu.edu/inclusive-access,,2026-03-09,verified,41%+ courses use IA. Auto-charged after add/drop if no opt-out. Digital via Canvas.
Arizona State University Digital Immersion,AZ,,public,4-year,0,yes,Inclusive Access,per-course,,yes,Follett,Various; digital via Canvas,unknown,https://provost.asu.edu/inclusive-access,,2026-03-09,verified,ASU Online IA program. Same model as campus immersion. 41%+ courses.
Arizona State University-Downtown Phoenix,AZ,,public,4-year,0,Yes,Inclusive Access (ASU system),per-course discounted,,unknown,ASU Bookstore (BN),"Pearson, McGraw Hill, Cengage, Wiley",unknown,https://asusundevilbookstores.com/inclusive-access; https://asu.edu/academics/bookstore,,2026-03-09,likely,ASU system IA
Arizona State University-Polytechnic,AZ,,public,4-year,0,Yes,Inclusive Access (ASU system),per-course discounted,,unknown,ASU Bookstore (BN),"Pearson, McGraw Hill, Cengage, Wiley",unknown,https://asusundevilbookstores.com/inclusive-access; https://asu.edu/academics/bookstore,,2026-03-09,likely,ASU system IA
Arizona State University-West Valley,AZ,,public,4-year,0,yes,ASU Inclusive Access,per-course reduced price; auto-charged; digital via canvas; opt-out,,unknown,ASU Bookstore (Follett),Various; Follett; digital via Canvas,unknown,https://asu.edu,,2026-03-09,likely,ASU branch. Shares ASU Inclusive Access program.
Arizona Western College,AZ,,public,2-year,0,No,N/A,student self-purchase,,unknown,None,N/A,unknown,https://azwestern.edu; https://bkstr.com,,2026-03-09,likely,No bookstore; students buy independently via ISBN
Aspen University,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Aviation Institute of Maintenance-Phoenix,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Brookline College-Phoenix,AZ,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Brookline College-Tempe,AZ,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Brookline College-Tucson,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Bryan University,AZ,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Carrington College-Mesa,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Carrington College-Phoenix North,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Carrington College-Tucson,AZ,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Central Arizona College,AZ,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Chamberlain University-Arizona,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Chandler-Gilbert Community College,AZ,,public,2-year,0,No (OER),Open Maricopa (ZTC/LTC/OER),zero or <$40 ltc,,unknown,Maricopa Bookstores,OER materials,unknown,https://cgc.edu; https://bkstr.com/maricopabookstores,,2026-03-09,likely,Open Maricopa since 2013; $270M+ saved; ZTC/LTC/OER leader
Cochise County Community College District,AZ,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Coconino Community College,AZ,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Community Christian College,AZ,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Crestpoint University,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
DeVry University-Arizona,AZ,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Dine College,AZ,,public,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
